commit_drift_accepted,draw,model,mean_diff,std_diff,skewness_diff,kurtosis_diff,wasserstein,energy_distance,quantile_mse,acf_returns_mae,acf_absolute_mae,acf_squared_mae,tail_index_diff,extreme_events_diff,arch_pvalue_diff,arch_stat_diff,hurst_diff,resid_kurtosis_diff,discriminative_auc_dist,discriminative_auc_raw,discriminative_auc_absz,mean_diff_rank,std_diff_rank,wasserstein_rank,energy_distance_rank,quantile_mse_rank,acf_returns_mae_rank,acf_absolute_mae_rank,acf_squared_mae_rank,tail_index_diff_rank,extreme_events_diff_rank,hurst_diff_rank,resid_kurtosis_diff_rank,discriminative_auc_dist_rank,discriminative_auc_absz_rank,fidelity_rank,temporal_rank,composite_rank,avg_rank
True,0,GJR-GARCH,0.00068825344,0.0031523043,0.45230103,0.7283182,0.0026807833490938874,0.000271650031208992,2.1955255409502795e-05,0.053487397420685735,0.05558404461247846,0.053218528387915284,0.061525345,1.411290322580646,0.8366955064258821,25.32668705829569,0.008312429538653299,0.24235554402058135,0.25942059095106185,0.7594205909510618,1.5083302406002794,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
True,0,QuantGAN,0.0014248198,0.0023811376,0.01165168,0.6010039,0.002399297018741671,0.00028036441653966904,1.2576842005161002e-05,0.058382836484815924,0.05647297822870314,0.05503064188909775,1.246984,0.20161290322580605,0.8278333301238914,13.276842084312229,0.05101993430806895,0.4986032174475903,0.2585092336103416,0.7585092336103416,1.500953918346842,5.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,2.142857142857143,2.857142857142857,2.5,2.5
True,0,CNN-WGAN-GP,3.872486e-05,0.004410696,0.06798869,0.10323954,0.003551493656157016,0.0004175901412963867,3.413697155135398e-05,0.047733217242639514,0.05513801227672957,0.056699207225246934,0.30762148,0.403225806451613,0.8367428482003497,54.95000635284491,0.0047397460227884824,0.7892670421752572,0.31870313942751616,0.8187031394275162,1.988149913991801,1.0,5.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.857142857142857,2.5714285714285716,2.7142857142857144,2.7142857142857144
True,0,GARCH,0.0010171047,0.0040705856,0.26715422,0.010699749,0.0034844936770208473,0.0004494357854127884,3.715588368542305e-05,0.053932846293319014,0.05928744709584862,0.0599747647530603,0.7516656,2.016129032258065,0.836742666379536,37.486683592578174,0.03735365208662211,0.6381818126342154,0.3191846722068329,0.8191846722068329,1.9920473324874117,4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.7142857142857144,3.857142857142857,3.7857142857142856,3.7857142857142856
True,0,TimeGAN,0.00040164567,0.0043507554,0.23524262,2.022488,0.00474993123640388,0.0010815057903528214,3.534757493614953e-05,0.05727401115829707,0.053932876026956365,0.0436716356753459,1.2791877,3.830645161290323,0.8151903103270769,11.113897931044997,0.12852736189467728,2.2417647803084146,0.4629115881809789,0.9629115881809789,3.15534080843634,2.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.285714285714286,3.7142857142857144,4.0,4.0
True,0,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682,,,,,,,,,,,,,,,,,,
True,1,CNN-WGAN-GP,7.117109e-06,0.0027655633,0.06071946,0.062132835,0.0022353674220734056,0.000185270793735981,1.4510994620034444e-05,0.05738063760800287,0.06404117017053068,0.0655437709918624,0.5751412,1.209677419354839,0.8367428482499866,72.27356083819254,0.04815100551531848,0.7974971121452135,0.18903024007386882,0.6890302400738688,0.9386065017292372,1.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.857142857142857,2.428571428571429,2.4285714285714284
True,1,GJR-GARCH,0.00023532147,0.004047502,0.25518355,0.38547826,0.00342878224181541,0.00044764764606952667,2.645567781876004e-05,0.04948023925418966,0.045360677743155976,0.04743278656889743,0.023628235,1.814516129032259,0.7454683318033205,7.39452957882199,0.027012365252058634,0.7980120498685621,0.36491112650046165,0.8649111265004616,2.362147014913101,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.857142857142857,2.142857142857143,2.5,2.5
True,1,QuantGAN,0.0007261394,0.0015991805,0.021669209,0.8028934,0.0019086803536945433,0.00022104382514953613,4.9588088370098625e-06,0.05164858490272309,0.062089546017814426,0.07090742577602213,1.1735444,0.806451612903226,0.8363438395656966,20.531031123635728,0.07319283607163996,1.3621868396488868,0.21857225300092353,0.7185722530009235,1.1777129395980044,4.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,4.0,2.0,2.0,2.142857142857143,3.4285714285714284,2.7857142857142856,2.7857142857142856
True,1,GARCH,7.858459e-05,0.004901464,0.12335956,0.26675606,0.004013670674396508,0.000546501949429512,4.594547995323183e-05,0.052548947220202535,0.04702525614993647,0.05273000561901427,0.1843133,1.008064516129033,0.7016705017215614,6.320658374435622,0.02075900320075119,0.9020619191549906,0.40418236380424744,0.9041823638042474,2.679999616412976,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,3.4285714285714284,3.0,3.2142857142857144,3.2142857142857144
True,1,TimeGAN,0.001760087,0.0046624253,0.08770147,1.8315709,0.004861263554438035,0.0011045131832361221,4.4895217940160584e-05,0.05896749566076323,0.04504907973809168,0.04343884195281134,1.0498085,2.6209677419354844,0.5387060830313475,3.996304869841837,0.03479670562212411,2.152555032989301,0.4226297322253,0.9226297322253,2.829308485856031,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,4.571428571428571,3.5714285714285716,4.071428571428571,4.071428571428571
True,1,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682,,,,,,,,,,,,,,,,,,
True,2,GJR-GARCH,0.0006199465,0.0037375716,0.71932137,1.6808462,0.002546975074446965,0.00019322428852319717,5.428365524107931e-05,0.05788801913411589,0.06027644494664855,0.054119012744995414,0.8710787,0.0,0.8367419203603905,33.962010326320794,0.027637071544075353,0.03724979543239204,0.18010433979686058,0.6801043397968606,0.8663622634886963,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.8571428571428572,1.9285714285714286,1.9285714285714286
True,2,CNN-WGAN-GP,0.00025585704,0.0029304447,0.16124424,1.3794734,0.0028281209321863246,0.00033888034522533417,1.562279243460897e-05,0.061908389875316064,0.046402934601064774,0.05039733309160511,5.756353,0.20161290322580605,0.45048387416944297,3.160271409293874,0.04432229780074193,1.487899926698542,0.29432271468144044,0.7943227146814404,1.790820215126799,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,2.142857142857143,2.7142857142857144,2.428571428571429,2.4285714285714284
True,2,GARCH,0.00047171977,0.006344635,0.45101303,0.9583092,0.00444284678149731,0.000529387965798378,0.00012994100556212344,0.05770614107139409,0.0672125000169035,0.06035384559225349,1.2282457,1.008064516129033,0.8367428395939149,44.013795897029595,0.0404237549857801,0.08847515057734423,0.3074344413665744,0.8074344413665744,1.8969435950648024,3.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.5714285714285716,3.0,3.2857142857142856,3.2857142857142856
True,2,QuantGAN,6.721943e-05,0.0063752383,0.044931397,2.8001947,0.004464108706838121,0.0005434714257717133,6.738995863386261e-05,0.0694917474637623,0.06600370096741244,0.062443582866908404,0.55839515,2.016129032258065,0.8367428482499981,77.38017705682937,0.04143291872319321,0.5209825593026052,0.3281495844875346,0.8281495844875346,2.064607325150656,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,3.2857142857142856,4.0,3.642857142857143,3.642857142857143
True,2,TimeGAN,0.0012436085,0.004610372,0.14223476,2.0651107,0.00489148749445319,0.001109335571527481,4.16330986095709e-05,0.05707272377097979,0.04883976236451417,0.046086847266051334,0.99144936,3.6290322580645165,0.8071612787877894,10.321339087577442,0.09755592887713327,2.1957549737643056,0.4328698060941829,0.9328698060941829,2.912189350892121,5.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.4285714285714284,3.7142857142857144,3.7142857142857144
