commit_drift_accepted,draw,model,mean_diff,std_diff,skewness_diff,kurtosis_diff,wasserstein,energy_distance,quantile_mse,acf_returns_mae,acf_absolute_mae,acf_squared_mae,tail_index_diff,extreme_events_diff,arch_pvalue_diff,arch_stat_diff,hurst_diff,resid_kurtosis_diff,discriminative_auc_dist,discriminative_auc_raw,discriminative_auc_absz,mean_diff_rank,std_diff_rank,wasserstein_rank,energy_distance_rank,quantile_mse_rank,acf_returns_mae_rank,acf_absolute_mae_rank,acf_squared_mae_rank,tail_index_diff_rank,extreme_events_diff_rank,hurst_diff_rank,resid_kurtosis_diff_rank,discriminative_auc_dist_rank,discriminative_auc_absz_rank,fidelity_rank,temporal_rank,composite_rank,avg_rank
True,0,CNN-WGAN-GP,0.0005224843,0.00022192486,0.24590328,2.7096033,0.0007953256257508085,2.7257949113845825e-05,1.9437013775165282e-06,0.06285412715311395,0.053711095494218174,0.07019470653962344,1.2107882,0.7984031936127751,1.1306417044005938e-06,1.0783871330635506,0.05915169680581278,1.4001743725107203,0.002061408218785865,0.5020614082187859,3.083774472364625,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,2.857142857142857,2.428571428571429,2.4285714285714284
True,0,GARCH,0.0005676833,0.0007116068,0.71220064,3.0106936,0.0009099939336352009,3.4401193261146545e-05,4.363993006565486e-06,0.047052097241394225,0.06609141827502754,0.05997527904459275,0.5441148,0.0,2.8722180329040713e-06,10.172378447153399,0.03742579348247588,1.4100741312190141,0.03826379939862545,0.5382637993986255,2.690376294947835,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.4285714285714284,2.857142857142857,2.642857142857143,2.642857142857143
True,0,GJR-GARCH,0.0001246495,0.0023046872,0.87567824,2.1760368,0.0014020753037527918,6.737560033798218e-05,2.1749926650335232e-05,0.039845895138569176,0.05867331394343637,0.04626126064598793,1.5410175,0.19960079840319356,0.001829529989831881,14.459456881798776,0.014593426283953992,0.7047347639109436,0.045445840492554346,0.45455415950744565,3.6000184122824685,1.0,5.0,4.0,4.0,5.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,4.0,3.7142857142857144,1.8571428571428572,2.7857142857142856,2.7857142857142856
True,0,QuantGAN,0.00024471464,0.0013728794,0.36751795,1.4221992,0.0009649924372688602,5.188584327697754e-05,4.178581502671214e-06,0.053874255520640874,0.059661951281595973,0.07706489402335137,0.2719903,0.9980039920159687,2.898304958202839e-06,24.64824704869514,0.06871161223774658,1.2410773362304082,0.11785979560423826,0.38214020439576174,4.386914444065635,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,5.0,2.7142857142857144,3.857142857142857,3.2857142857142856,3.2857142857142856
True,0,TimeGAN,0.0007501299,0.00089764874,0.06414956,3.8103056,0.0017841949912488458,0.00016608554869890213,1.5040762792544064e-05,0.18695287624606863,0.06872729460475967,0.05011484620627016,0.39006138,1.796407185628742,2.8699264163812537e-06,9.992335640976265,0.03720237145229299,2.307006122485956,0.4106949813860252,0.9106949813860252,1.3566974875324367,5.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,1.0,4.142857142857143,3.5714285714285716,3.8571428571428577,3.857142857142857
True,0,CONTROL: shuffled real,0.0,9.313226e-10,0.0,1.4305115e-06,0.0,4.470348358154297e-08,0.0,0.04992907222127542,0.08614010082092136,0.07594864338869228,0.0,0.0,0.7550702432035004,30.92950130427689,0.10478975324002748,1.980888486642093,0.20145511168384878,0.7014551116838488,0.9170358406020375,,,,,,,,,,,,,,,,,,
True,1,GJR-GARCH,0.00036209694,0.0012826687,0.6954899,3.4159195,0.0010735520879920463,5.453266203403473e-05,9.865934596389848e-06,0.05208448697449057,0.06359569893451407,0.05150802279920754,0.99520016,0.19960079840319356,0.1462649455630933,25.38464865148528,0.01918862942553612,1.4727808841525771,0.1478893721363117,0.6478893721363117,1.4991151901483875,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.5714285714285716,2.2857142857142856,2.428571428571429,2.4285714285714284
True,1,GARCH,0.00012950582,0.0002059238,0.6900089,2.5231738,0.001003808226202152,5.087908357381821e-05,4.945822120879044e-06,0.052844244970474394,0.0531111399224028,0.06594187554437667,1.4832516,0.7984031936127751,0.0005576804949392715,11.726836824406021,0.03370210142206009,1.5506488352537837,0.12828720110252,0.62828720110252,1.7121248314120896,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,2.2857142857142856,3.142857142857143,2.7142857142857144,2.7142857142857144
True,1,CNN-WGAN-GP,0.0002730403,0.0015194463,0.44231617,2.5806036,0.0010125750558801227,4.119612276554108e-05,4.034427927413234e-06,0.0721540166484192,0.06098018241114914,0.057082709991373125,1.1722989,1.1976047904191622,2.7602738886513745e-06,6.598228893103688,0.02970826767357715,1.2236197314386414,0.15505530498281783,0.34494469501718217,4.791104474633864,3.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,2.7142857142857144,3.2857142857142856,3.0,3.0
True,1,QuantGAN,1.7211947e-05,0.0022488488,0.25230908,3.1432178,0.0013052858634175224,6.06980174779892e-05,1.3282660851344892e-05,0.06159272475168109,0.06607766869012266,0.062089536874555054,1.239594,0.9980039920159687,2.191882592604981e-06,3.0713803207513166,0.017474051368213672,1.3655242581652272,0.07888857567296681,0.4211114243270332,3.963428414744768,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.7142857142857144,3.0,3.357142857142857,3.357142857142857
True,1,TimeGAN,0.0031683128,0.0014630556,0.396209,4.2455654,0.0034748829797292768,0.0009061796590685844,2.8592214303583058e-05,0.2629397653997876,0.07243201442994178,0.05826152745517902,0.2566669,0.5988023952095807,2.89531748063222e-06,14.777174992982467,0.0124613416666014,1.0121205314857264,0.4563996724656356,0.9563996724656356,1.853353691284219,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,3.7142857142857144,3.2857142857142856,3.5,3.5
True,1,CONTROL: shuffled real,0.0,9.313226e-10,0.0,1.4305115e-06,0.0,4.470348358154297e-08,0.0,0.04992907222127542,0.08614010082092136,0.07594864338869228,0.0,0.0,0.7550702432035004,30.92950130427689,0.10478975324002748,1.980888486642093,0.20145511168384878,0.7014551116838488,0.9170358406020375,,,,,,,,,,,,,,,,,,
True,2,GJR-GARCH,0.00026500656,0.0018159896,1.2723379,1.48737,0.0015678899945737932,0.00010741688311100006,1.949071082639892e-05,0.053605644716881215,0.05269986867439002,0.05955865653886576,0.41697788,0.9980039920159687,0.00014111715398588837,8.645197590283644,0.0011988448750486214,0.4717076359165304,0.03135716459049254,0.46864283540950746,3.4469219111548455,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.857142857142857,1.5714285714285714,2.2142857142857144,2.2142857142857144
True,2,CNN-WGAN-GP,8.573383e-05,0.0006954493,0.54354817,3.1447024,0.0006475240314142783,2.0344741642475128e-05,3.756975467790916e-06,0.0538064519665204,0.04786317220889032,0.0591942870663479,1.6109176,1.1976047904191622,2.8859407054029204e-06,11.765853797887402,0.014604339815809442,1.7205624434741544,0.058966253221649556,0.44103374677835044,3.7469398048260314,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,2.4285714285714284,2.2857142857142856,2.3571428571428568,2.357142857142857
