Date,Price,Open,High,Low,Vol.,Change %,LogReturn
2020-10-09,3272.08,"3,262.61","3,280.51","3,260.19",18.83B,1.68%,
2020-10-12,3358.47,"3,287.33","3,359.15","3,286.11",25.96B,2.64%,0.026059644806350615
2020-10-13,3359.75,"3,353.12","3,361.83","3,334.50",20.49B,0.04%,0.00038105331932811886
2020-10-14,3340.78,"3,353.62","3,353.62","3,332.96",19.87B,-0.56%,-0.005662253786866662
2020-10-15,3332.18,"3,342.92","3,354.58","3,330.00",19.10B,-0.26%,-0.0025775682040447955
2020-10-16,3336.36,"3,334.46","3,348.95","3,319.11",19.43B,0.13%,0.0012536478891789849
2020-10-19,3312.67,"3,351.10","3,371.09","3,307.84",21.23B,-0.71%,-0.007125881593111303
2020-10-20,3328.1,"3,307.15","3,328.10","3,293.77",16.51B,0.47%,0.004647059834257956
2020-10-21,3325.02,"3,332.15","3,332.15","3,304.17",17.76B,-0.09%,-0.0009258814571296179
2020-10-22,3312.5,"3,315.82","3,320.88","3,281.37",16.60B,-0.38%,-0.0037724978149805528
2020-10-23,3278.0,"3,308.16","3,326.05","3,276.62",17.42B,-1.04%,-0.010469710990702633
2020-10-26,3251.12,"3,258.70","3,264.45","3,226.60",16.77B,-0.82%,-0.008233927961619461
2020-10-27,3254.32,"3,240.74","3,258.34","3,235.54",14.91B,0.10%,0.0009837921057123983
2020-10-28,3269.24,"3,256.22","3,275.87","3,238.38",17.32B,0.46%,0.004574197528529054
2020-10-29,3272.73,"3,235.76","3,289.77","3,231.12",18.47B,0.11%,0.0010669569964655932
2020-10-30,3224.53,"3,278.63","3,279.86","3,219.42",23.02B,-1.47%,-0.014837295797684258
2020-11-02,3225.12,"3,228.72","3,242.80","3,209.91",22.68B,0.02%,0.00018295566477099395
2020-11-03,3271.07,"3,239.81","3,278.38","3,237.85",21.53B,1.42%,0.014146989652883918
2020-11-04,3277.44,"3,273.43","3,286.62","3,254.11",18.85B,0.19%,0.0019454813412972977
2020-11-05,3320.13,"3,305.58","3,320.41","3,291.60",22.68B,1.30%,0.012941308936308864
2020-11-06,3312.16,"3,326.46","3,326.46","3,292.15",23.49B,-0.24%,-0.0024033942533961345
2020-11-09,3373.73,"3,329.43","3,380.82","3,329.43",31.02B,1.86%,0.018418412676073075
2020-11-10,3360.15,"3,387.62","3,387.62","3,346.17",27.87B,-0.40%,-0.004033341375186397
2020-11-11,3342.2,"3,354.02","3,365.84","3,339.04",27.12B,-0.53%,-0.005356343048647913
2020-11-12,3338.68,"3,344.46","3,350.28","3,329.49",21.65B,-0.11%,-0.0010537534952629758
2020-11-13,3310.1,"3,327.23","3,327.23","3,291.64",22.79B,-0.86%,-0.008597118878905758
2020-11-16,3346.97,"3,325.62","3,346.97","3,313.65",27.96B,1.11%,0.011077058525370585
