commit_drift_accepted,model,metric,recorded,phase_b_draw0,delta_draw0,phase_b_mean,phase_b_sd,phase_b_min,phase_b_max,recorded_within_draw_range,recorded_percentile,n_draws
True,TimeGAN,mean_diff,2.7089554e-05,0.00046358496183529496,0.00043649540783529496,0.00043693697662092743,0.0003143386938324618,1.8824764993041754e-05,0.0012553960550576448,True,5.0,20
True,TimeGAN,std_diff,0.0010375204,7.622316479682922e-05,-0.0009612972352031708,0.0007062580902129411,0.00036872607645982935,7.622316479682922e-05,0.00144858006387949,True,80.0,20
True,TimeGAN,skewness_diff,0.28566697,0.21010750532150269,-0.07555946467849733,0.4664397343993187,0.2783134565542674,0.11382362246513367,1.2710154056549072,True,30.0,20
True,TimeGAN,kurtosis_diff,3.0822563,3.5110626220703125,0.42880632207031244,2.7087569355964662,0.7997281812022211,0.20043420791625977,3.6171107292175293,True,65.0,20
True,TimeGAN,wasserstein,0.000956889511362,0.001305787026672578,0.0003488975153105781,0.001100761858813389,0.00016760951920907795,0.0007781452077179274,0.0014064019774676982,True,20.0,20
True,TimeGAN,energy_distance,3.856141120195389e-05,0.00012122280895709991,8.266139775514603e-05,6.345934234559536e-05,2.7549973323452628e-05,2.2834166884422302e-05,0.00013106409460306168,True,25.0,20
True,TimeGAN,quantile_mse,4.937582246839004e-06,1.4807433272574398e-06,-3.4568389195815643e-06,5.758296716513589e-06,4.955596249476e-06,8.005095133794372e-07,2.1246434292110276e-05,True,65.0,20
True,TimeGAN,acf_returns_mae,0.0508803192945197,0.05171166455722414,0.0008313452627044388,0.051476228265586545,0.005320449832176482,0.040368451095419006,0.0632031848677434,True,40.0,20
True,TimeGAN,acf_absolute_mae,0.0557005143701098,0.07977026787935756,0.024069753509247768,0.0735644836720512,0.004842101627271469,0.06452795354649425,0.08023628613445907,False,0.0,20
True,TimeGAN,acf_squared_mae,0.0509406726574525,0.05984269727719948,0.008902024619746977,0.05713374699627821,0.0046429718457755296,0.04498704506753711,0.06309359482635045,True,15.0,20
True,TimeGAN,tail_index_diff,0.35113692,0.6585769653320312,0.30744004533203123,0.7089033842086792,0.5007827609359491,0.05393671989440918,1.980825424194336,True,30.0,20
True,TimeGAN,extreme_events_diff,0.7984031936127742,0.19960079840319356,-0.5988023952095807,0.3792415169660679,0.32736965003706037,0.0,1.1976047904191613,True,95.0,20
True,TimeGAN,arch_pvalue_diff,0.0166557819367769,0.31042092533064497,0.29376514339386806,0.18409493454849318,0.22958310071395502,1.887050738019896e-05,0.7591134653313396,True,30.0,20
True,TimeGAN,arch_stat_diff,19.73090025448208,27.61383331201685,7.882933057534771,21.926140033015127,7.504983832697467,4.43110995988085,30.956057399479636,True,30.0,20
True,TimeGAN,hurst_diff,0.0076092932625274,0.025946725522452696,0.018337432259925297,0.04431701202979363,0.02484842632184834,0.007942659560898568,0.10071935341754734,False,0.0,20
True,TimeGAN,resid_kurtosis_diff,1.288831008349094,1.9964528466760978,0.7076218383270039,1.325750200315639,0.5379788165312076,0.38128756719319323,2.4883617611956064,True,50.0,20
True,TimeGAN,discriminative_auc_dist,0.1401661386741122,0.2511058759306988,0.11093973725658657,0.11080202292740551,0.07543601978611901,0.0024186980956472093,0.2511058759306988,True,65.0,20
True,TimeGAN,discriminative_auc_raw,0.6401661386741122,0.7511058759306988,0.11093973725658657,0.5913821659328466,0.09806620781593801,0.4143256013745704,0.7511058759306988,True,65.0,20
True,TimeGAN,discriminative_auc_absz,1.5830407505540665,0.37749909936769643,-1.20554165118637,2.1131583847243656,1.0656497033392118,0.37749909936769643,4.037167477131853,True,35.0,20
True,TimeGAN,composite_rank,2.2857142857142856,2.9285714285714284,0.6428571428571428,2.7232142857142856,0.4276589989556575,2.071428571428571,3.7142857142857144,True,20.0,20
True,GJR-GARCH,mean_diff,8.259475e-05,8.25947499834001e-05,-1.6599894202273813e-14,0.00037751515046693387,0.00030100373496617206,6.081251194700599e-05,0.0012348222080618143,True,20.0,20
True,GJR-GARCH,std_diff,0.0007905634,0.0007905634120106697,1.2010669694050014e-11,0.0016542843775823712,0.0008708822748749707,0.000346185639500618,0.0036942632868885994,True,10.0,20
True,GJR-GARCH,skewness_diff,0.59361327,0.5936132669448853,-3.0551147167656723e-09,0.7158336415886879,0.29015776434362434,0.07032150030136108,1.2394850254058838,True,30.0,20
True,GJR-GARCH,kurtosis_diff,2.781138,2.7811379432678223,-5.673217762236504e-08,2.2077552676200867,1.0095060408284955,0.023382186889648438,3.7696971893310547,True,75.0,20
True,GJR-GARCH,wasserstein,0.0006961494076016,0.0006961494076016106,1.0625181290357943e-17,0.0013210585834133916,0.0004619414472177183,0.0006961494076016106,0.0025360918701311363,False,0.0,20
True,GJR-GARCH,energy_distance,1.988280564546585e-05,1.988280564546585e-05,0.0,7.830653339624405e-05,4.750565727775106e-05,1.988280564546585e-05,0.00019952189177274704,True,5.0,20
True,GJR-GARCH,quantile_mse,2.6537953455795893e-06,2.6537953455795893e-06,0.0,1.4119968341861096e-05,1.2205693659459397e-05,2.6537953455795893e-06,5.116070165020626e-05,True,5.0,20
True,GJR-GARCH,acf_returns_mae,0.061771717146039,0.0617717148992233,-2.246815698769833e-09,0.0537765699706215,0.0059801148151126275,0.0401583199162269,0.06738393089035526,True,95.0,20
True,GJR-GARCH,acf_absolute_mae,0.0553666276205331,0.05536662725731731,-3.632157907773603e-10,0.0683145451669843,0.031192275075925143,0.04563933680765331,0.17177999719046055,True,35.0,20
True,GJR-GARCH,acf_squared_mae,0.0471699945500586,0.04716999812168069,3.571622088360815e-09,0.062064944533758534,0.021684977378654626,0.04487176534952596,0.1423010738333687,True,5.0,20
True,GJR-GARCH,tail_index_diff,2.3850684,2.385068416595459,1.6595458784962602e-08,1.0802420854568482,1.0624878452643498,0.0050373077392578125,4.053351402282715,True,85.0,20
True,GJR-GARCH,extreme_events_diff,0.9980039920159688,0.9980039920159687,-1.1102230246251565e-16,0.7185628742514973,0.5143352785119811,0.19960079840319356,1.9960079840319365,True,80.0,20
True,GJR-GARCH,arch_pvalue_diff,0.0012547178013023,0.0012547178013023181,1.8214596497756474e-17,0.02926065585004468,0.07856875281618528,4.11697392628125e-07,0.3210082010287855,True,65.0,20
True,GJR-GARCH,arch_stat_diff,13.585408516045865,13.585408516045753,-1.1191048088221578e-13,20.123386455788882,19.828251406574577,0.2901787714268238,89.34296569105766,True,40.0,20
True,GJR-GARCH,hurst_diff,0.011396965407965,0.011396965407965087,8.673617379884035e-17,0.025878467399953274,0.02017497176369876,0.002951040484363787,0.07499769834226655,True,25.0,20
True,GJR-GARCH,resid_kurtosis_diff,1.1534701184137337,1.1534700864179372,-3.199579645674078e-08,1.226902271517295,0.410920149076897,0.07050489160022178,1.9881995080298775,True,45.0,20
True,GJR-GARCH,discriminative_auc_dist,0.0364124695733104,0.03641246957331046,5.551115123125783e-17,0.09200339615549828,0.07103633838425788,0.0064247297394043335,0.2280815972222222,True,30.0,20
True,GJR-GARCH,discriminative_auc_raw,0.4635875304266895,0.46358753042668954,5.551115123125783e-17,0.4856383564218213,0.11534526201332114,0.2719184027777778,0.676332286297251,True,30.0,20
True,GJR-GARCH,discriminative_auc_absz,3.501856066101884,3.5018560661018836,-4.440892098500626e-16,3.262237784703653,1.25341488147258,1.1900364186453918,5.584654550588124,True,70.0,20
True,GJR-GARCH,composite_rank,2.428571428571429,2.2857142857142856,-0.14285714285714324,2.9553571428571432,0.443472354935273,2.178571428571429,3.857142857142857,True,10.0,20
True,QuantGAN,mean_diff,8.658355e-05,0.00028644222766160965,0.00019985867766160963,0.00039492388459620996,0.0002773734315353001,3.97310359403491e-05,0.000983661157079041,True,25.0,20
True,QuantGAN,std_diff,0.0012535015,0.0007955413311719894,-0.0004579601688280105,0.001656637853011489,0.0012732612121827917,5.501322448253632e-06,0.004959926940500736,True,45.0,20
True,QuantGAN,skewness_diff,0.40749353,0.456603467464447,0.04910993746444703,0.41902821958065034,0.23153414844343823,0.018192529678344727,0.9499348402023315,True,55.00000000000001,20
True,QuantGAN,kurtosis_diff,3.3788342,3.0931129455566406,-0.2857212544433594,2.9646661281585693,0.7171617987331539,0.926938533782959,3.813829183578491,True,70.0,20
True,QuantGAN,wasserstein,0.0006601323147988,0.0012807935987391927,0.0006206612839403927,0.0016663769412234013,0.0008740728390287218,0.0008629508312566656,0.004124931840381971,False,0.0,20
True,QuantGAN,energy_distance,1.341942697763443e-05,6.14384189248085e-05,4.801899194717407e-05,0.00012632873840630056,0.00012961378294391057,2.3088417947292328e-05,0.0005160532891750336,False,0.0,20
True,QuantGAN,quantile_mse,5.556488897284586e-06,3.5051513561199747e-06,-2.0513375411646114e-06,1.6892999152550545e-05,1.893615102603152e-05,1.4060352382684037e-06,7.866367908860374e-05,True,35.0,20
True,QuantGAN,acf_returns_mae,0.0525751564907841,0.04654491420486011,-0.006030242285923991,0.05278807744671212,0.004871995821416133,0.04654491420486011,0.06387885637348517,True,60.0,20
True,QuantGAN,acf_absolute_mae,0.0630086869723163,0.06418884745799006,0.0011801604856737508,0.06761937671524446,0.012957375706085477,0.04517861050087959,0.09339942953549325,True,35.0,20
True,QuantGAN,acf_squared_mae,0.0563440660051128,0.07169641789514572,0.015352351890032923,0.06991923797942583,0.02018024079826352,0.047177006115671244,0.12083452568855137,True,30.0,20
True,QuantGAN,tail_index_diff,2.1099172,2.861827850341797,0.7519106503417969,1.656208074092865,1.1479779026666437,0.05737614631652832,4.641988277435303,True,75.0,20
True,QuantGAN,extreme_events_diff,1.3972055888223558,1.796407185628743,0.3992015968063871,0.978043912175649,0.5951317970409411,0.0,2.19560878243513,True,80.0,20
True,QuantGAN,arch_pvalue_diff,0.0022463629677581,2.8914372151740284e-06,-0.002243471530542926,0.002034403609603577,0.004493662357470424,3.6267390288946837e-07,0.017553391082333357,True,80.0,20
True,QuantGAN,arch_stat_diff,14.937835590805491,13.016296289368867,-1.9215393014366242,26.625364895718995,24.48255996865721,0.2575687642019915,94.09104173564245,True,45.0,20
True,QuantGAN,hurst_diff,0.0314722343944627,0.04844718269335935,0.016974948298896647,0.028774481802760838,0.02119363486929813,0.001523569491401866,0.09770760038376625,True,70.0,20
True,QuantGAN,resid_kurtosis_diff,1.3529891673217525,1.3581990213760062,0.005209854054253782,1.4904087346690655,0.34808872267329893,0.5001585625401681,1.9742613173325623,True,25.0,20
True,QuantGAN,discriminative_auc_dist,0.0093926743270332,0.03295657932416951,0.02356390499713631,0.08903136857459906,0.06108558279363444,0.0010651578608246726,0.2119899054982819,True,10.0,20
True,QuantGAN,discriminative_auc_raw,0.4906073256729667,0.5329565793241695,0.04234925365120279,0.5728709483283219,0.07967344542088736,0.42668599656357387,0.7119899054982819,True,15.0,20
True,QuantGAN,discriminative_auc_absz,3.208241808655274,2.7480479192908,-0.4601938893644739,2.314313033079222,0.8657822645302969,0.8025580795759211,3.90285157199316,True,85.0,20
True,QuantGAN,composite_rank,3.178571428571429,3.2857142857142856,0.10714285714285676,3.208928571428571,0.5153603603503166,2.4285714285714284,4.5,True,60.0,20
True,CNN-WGAN-GP,mean_diff,0.0004191819,0.0006197262555360794,0.0002005443555360794,0.0003601383097702637,0.0002763933334854018,1.4105229638516903e-05,0.0009281950769945979,True,65.0,20
True,CNN-WGAN-GP,std_diff,0.0012999233,0.0017341775819659233,0.0004342542819659233,0.0013436386827379466,0.0006704825886231968,0.00022910907864570618,0.00278349407017231,True,45.0,20
True,CNN-WGAN-GP,skewness_diff,0.22845319,0.25310218334198,0.02464899334197998,0.4457108214497566,0.1485918577241182,0.1560264527797699,0.7546638250350952,True,5.0,20
True,CNN-WGAN-GP,kurtosis_diff,3.6038332,2.6726579666137695,-0.9311752333862304,2.8644144415855406,0.6241813312088347,1.6938972473144531,3.9958267211914062,True,90.0,20
True,CNN-WGAN-GP,wasserstein,0.0008389134815812,0.0012794105250268945,0.0004404970434456945,0.0011638058537546802,0.0003942136491402859,0.0005510854717212057,0.0021841151047808888,True,15.0,20
True,CNN-WGAN-GP,energy_distance,2.206861972808838e-05,6.624776870012283e-05,4.4179148972034454e-05,6.302292458713055e-05,4.745059100236272e-05,1.1935830116271973e-05,0.00023215729743242264,True,15.0,20
True,CNN-WGAN-GP,quantile_mse,6.403068214932677e-06,1.0088936062253543e-05,3.685867847320866e-06,8.042113481392291e-06,5.069538828203198e-06,1.2903872551134798e-06,1.946413800049653e-05,True,40.0,20
True,CNN-WGAN-GP,acf_returns_mae,0.0524951934465207,0.05242288661800558,-7.230682851511877e-05,0.056278959594252234,0.005486371904864363,0.04617160011664964,0.06760718968231232,True,35.0,20
True,CNN-WGAN-GP,acf_absolute_mae,0.0633972520811949,0.052423666379181666,-0.010973585702013233,0.06388367710653618,0.016959137570408813,0.043482372658327224,0.12582915573380887,True,60.0,20
True,CNN-WGAN-GP,acf_squared_mae,0.0564590339851565,0.06485450151842087,0.008395467533264374,0.06346541306457948,0.017464220632413697,0.04749309909646399,0.12821946220006794,True,40.0,20
True,CNN-WGAN-GP,tail_index_diff,1.0633421,0.489696741104126,-0.5736453588958741,1.3584462523460388,0.979319125635475,0.12826251983642578,4.368899822235107,True,45.0,20
True,CNN-WGAN-GP,extreme_events_diff,0.0,0.399201596806388,0.399201596806388,0.8283433133732541,0.5725273257191005,0.0,1.9960079840319365,True,5.0,20
True,CNN-WGAN-GP,arch_pvalue_diff,0.0353571882634703,0.0005919088518285238,-0.03476527941164177,0.02539145829818858,0.0664070819950057,1.452571104717417e-06,0.23309093844789766,True,90.0,20
True,CNN-WGAN-GP,arch_stat_diff,21.612294103633012,11.862421036773377,-9.749873066859635,16.872556134066052,12.06581178021639,0.8882402718482965,45.85013730739867,True,75.0,20
True,CNN-WGAN-GP,hurst_diff,0.0120861669041438,0.06649965446000328,0.05441348755585948,0.031848911977527206,0.02088970450462383,0.0051479224636959975,0.06768990265125907,True,20.0,20
True,CNN-WGAN-GP,resid_kurtosis_diff,1.6886479549010185,1.5398583657663454,-0.1487895891346731,1.4490025937826054,0.3542096835574342,0.8693026067997902,2.0226778090714395,True,65.0,20
True,CNN-WGAN-GP,discriminative_auc_dist,0.1531572164948453,0.12877760774627722,-0.024379608748568066,0.08817791111827036,0.08392563226605632,0.002001673467926568,0.25279970289232523,True,75.0,20
True,CNN-WGAN-GP,discriminative_auc_raw,0.6531572164948454,0.6287776077462772,-0.02437960874856815,0.5140030560924972,0.12092464670409121,0.24972951567869414,0.7527997028923252,True,90.0,20
True,CNN-WGAN-GP,discriminative_auc_absz,1.4418714473451075,1.7067957613269453,0.2649243139818378,2.9540089415317548,1.3140440194085956,0.3590928997259904,5.825773091634867,True,10.0,20
True,CNN-WGAN-GP,composite_rank,3.428571428571429,3.142857142857143,-0.28571428571428603,2.9875,0.4785281163769432,2.142857142857143,3.9642857142857144,True,85.0,20
True,GARCH,mean_diff,9.909872e-05,9.9098717328161e-05,-2.6718390005878515e-12,0.0004910901523544453,0.00027852029898732197,9.382807184010744e-05,0.0009637227631174028,True,10.0,20
True,GARCH,std_diff,0.0028167628,0.002816762775182724,-2.4817275838528996e-11,0.001571662724018097,0.0008921326643218393,7.148459553718567e-05,0.003599666990339756,True,95.0,20
True,GARCH,skewness_diff,0.41388232,0.413882315158844,-4.841156031609728e-09,0.5478790819644928,0.22175908159652105,0.15090617537498474,0.9995193481445312,True,20.0,20
True,GARCH,kurtosis_diff,2.9614735,2.9614734649658203,-3.5034179557413836e-08,2.4243192791938784,0.9267696180022473,0.39596128463745117,3.513890504837036,True,70.0,20
True,GARCH,wasserstein,0.0026345701858344,0.0026345701858344604,6.028164079019405e-17,0.0014975255501836961,0.0006310793158995319,0.000879792202114456,0.0031526690326791874,True,90.0,20
True,GARCH,energy_distance,0.0002519525587558,0.00025195255875587463,7.464731957562698e-17,0.00010339007712900639,8.415261153481132e-05,2.4800188839435577e-05,0.00034446362406015396,True,85.0,20
