commit_drift_accepted,draw,model,mean_diff,std_diff,skewness_diff,kurtosis_diff,wasserstein,energy_distance,quantile_mse,acf_returns_mae,acf_absolute_mae,acf_squared_mae,tail_index_diff,extreme_events_diff,arch_pvalue_diff,arch_stat_diff,hurst_diff,resid_kurtosis_diff,discriminative_auc_dist,discriminative_auc_raw,discriminative_auc_absz,mean_diff_rank,std_diff_rank,wasserstein_rank,energy_distance_rank,quantile_mse_rank,acf_returns_mae_rank,acf_absolute_mae_rank,acf_squared_mae_rank,tail_index_diff_rank,extreme_events_diff_rank,hurst_diff_rank,resid_kurtosis_diff_rank,discriminative_auc_dist_rank,discriminative_auc_absz_rank,fidelity_rank,temporal_rank,composite_rank,avg_rank
True,0,CNN-WGAN-GP,0.00090962864,0.0009599654,0.83764434,0.667048,0.0017856742087242307,0.00013947393745183945,5.14298852271876e-06,0.05118361396947876,0.0581255873554619,0.07156082549830899,0.576741,0.7999999999999998,0.03702832695927239,23.85255200032784,0.03584846590006552,0.7902314623604809,0.013758680555555514,0.5137586805555555,0.8205529202958349,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,1.5714285714285714,3.0,2.2857142857142856,2.2857142857142856
True,0,GARCH,0.0014316883,0.0038028704,0.13790208,0.8146243,0.002888447173458189,0.0003053862601518631,5.626421263340978e-05,0.048770776783494514,0.045924929159809835,0.04956564351450652,0.48437834,1.6,0.037029420167094394,40.682500532940296,0.0015641391298180096,1.403182312932814,0.18875868055555556,0.6887586805555556,0.3941361471211845,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,4.5,1.0,3.0,4.0,3.0,3.2142857142857144,2.4285714285714284,2.821428571428571,2.8214285714285716
True,0,GJR-GARCH,0.0013038163,0.003927679,0.013792664,0.51045275,0.002960583418112947,0.00030771270394325256,5.134610285779595e-05,0.048288487473037094,0.052136052465066314,0.04549632913898677,0.93221474,1.6,0.03702850407765345,24.236261551865603,0.0023758811469410945,1.116481165424874,0.1859809027777779,0.6859809027777779,0.37485536827329613,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,4.5,2.0,2.0,3.0,2.0,3.7857142857142856,2.0,2.892857142857143,2.892857142857143
True,0,TimeGAN,0.0009852679,0.004806379,0.52638197,2.4034758,0.0030273853817925555,0.0003471085801720619,7.243694426707978e-05,0.04804761135485023,0.06485235657775774,0.06007993620354682,0.049556017,1.4000000000000004,0.14397918080316185,4.262117036456584,0.12081454821475968,2.591921717979822,0.16263020833333341,0.6626302083333334,0.21277632108322733,2.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,3.7142857142857144,3.0,3.357142857142857,3.357142857142857
True,0,QuantGAN,0.002297144,0.0028664088,0.195975,0.14371252,0.0029174580133549165,0.0004509333521127701,3.326361584898262e-05,0.07566154743544758,0.11585438292007894,0.11875635467469692,0.029828787,0.5999999999999996,0.03702942058639293,52.00464109588505,0.07266932536240456,2.0799954445738003,0.1904730902777778,0.6904730902777778,0.4060360028163663,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,2.7142857142857144,4.571428571428571,3.642857142857143,3.642857142857143
True,0,CONTROL: shuffled real,2.910383e-11,0.0,5.9604645e-08,4.7683716e-07,0.0,0.0,0.0,0.055397304032521785,0.06956359644314944,0.04761282053310424,0.0,0.0,0.5238009702100116,7.92011693875632,0.06807097351437585,0.8262449966071141,0.11705729166666667,0.3829427083333333,1.7285570991636163,,,,,,,,,,,,,,,,,,
True,1,GARCH,0.0012245034,2.0677224e-05,0.23580173,0.41314316,0.0014423090451464308,8.443184196949005e-05,3.3566155132299114e-06,0.05491115660845026,0.05361216933466494,0.06640928866836475,0.5950353,0.20000000000000018,0.03691174942437774,13.538528274565953,0.05760355159798125,1.5175373509419483,0.09110243055555556,0.40889756944444444,1.5484023218036516,4.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,1.5,3.0,4.0,3.0,5.0,2.0714285714285716,3.7142857142857144,2.8928571428571432,2.892857142857143
True,1,QuantGAN,0.0017103896,0.0027761692,0.43842918,0.1899066,0.002602690824387537,0.0003280872479081154,3.4195193684284404e-05,0.05878932897932827,0.052895029865321706,0.058059439365752044,0.035894394,0.7999999999999998,0.037029358593278404,30.049005362810774,0.018175461908288115,0.18539952913817181,0.07207031249999996,0.5720703125,0.415807195574911,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.7142857142857144,2.142857142857143,2.928571428571429,2.9285714285714284
True,1,GJR-GARCH,0.0012072737,0.0014113327,0.17004475,0.04049301,0.0015999876106288864,0.00010693259537220001,8.920178602003325e-06,0.054476372967474165,0.056018512775190175,0.06007001829799265,0.61062455,1.0,0.03634979841440324,9.56185593373659,0.06997817557812502,1.3846412536008508,0.04136284722222222,0.4586371527777778,1.2031558755586358,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.5,4.0,2.0,1.0,4.0,3.2142857142857144,2.7142857142857144,2.9642857142857144,2.9642857142857144
True,1,TimeGAN,0.00021570781,0.0014481079,0.70581913,0.361516,0.0011837191260710826,4.024989902973175e-05,6.487012824464341e-06,0.05711340427398682,0.07407731757964939,0.06054413326550275,0.6865132,1.0,0.02660227740915557,3.1436597807212294,0.12440377392823299,1.3966421186611235,0.17888454861111103,0.678884548611111,0.3255990035603278,1.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,4.5,5.0,3.0,4.0,1.0,2.5,3.5714285714285716,3.0357142857142856,3.0357142857142856
