,real,TimeGAN,QuantGAN,CNN-WGAN-GP,GARCH,GJR-GARCH,CONTROL: shuffled real,iid,sb_r,sb_abs
1,0.15845630884395615,0.09145434636901385,0.20433166703205471,0.10174432126693761,0.07890340472143957,0.08521229763398283,-0.010077634053932064,-0.01401113011414626,0.08212596811927182,0.11839441901217954
2,0.16506341044019723,0.1272916441509777,0.26367358410082414,0.13778187465346514,0.08406974477209232,0.09336728053236638,0.003929687443394539,-0.0038439377786173745,0.0876089613231237,0.18437927966048578
3,0.1470627844973831,0.037820245937513965,0.25193105865930965,0.12063476608534374,0.0801845146301688,0.08416778050896245,-0.018777073423860768,-0.010629176731493857,0.029298998069571966,0.17305599133343325
4,0.15283000533257554,0.10625304921732245,0.24857490893302964,0.12699881851382305,0.06267774763493002,0.0817066040980064,0.010043992729569934,0.013257489132902443,0.0031165455138285492,0.16022772821058923
5,0.09731389384284908,0.0834222887468686,0.2316511695163232,0.10834835779294404,0.0588136218516725,0.06638768432480684,0.009288807191003216,-0.016389062772397472,0.023764045755643146,0.1286432633409903
6,0.10584282394918745,0.10655092810204958,0.2533102504630513,0.15078476712464997,0.008238690119179628,0.01695813986928546,0.027656577615102994,0.008252094391839356,0.0013810603375651786,0.14746289687788003
7,0.08616945380982322,0.0923419013748561,0.2024949453897041,0.11038074733962126,0.048513898144253505,0.06800526248345402,-0.01740815733751074,-0.0072967368666383035,0.0003063180527483574,0.1687754713500681
8,0.07116570967229127,0.08903926214621255,0.2518748275423086,0.0812241218001966,0.07576007776949054,0.07449481609669512,0.002960677014062649,-0.012664495506959045,-0.006355965999801646,0.12457284329770105
9,0.08338518596024559,0.07594277208996533,0.2081301394773762,0.10195223286226514,0.07721793071300306,0.07371434009423955,0.007831680810181395,-0.01627714055706175,8.827634940535173e-05,0.11828955168696245
10,0.08094343010718189,0.07553518387768723,0.21467136181055438,0.09726606226088003,0.08032318978534911,0.0946518384733002,0.011057098930537745,-0.006750986532818738,-0.008121513724949616,0.1264341664476343
11,0.07123302343140642,0.09328317102331364,0.20664360651152205,0.09228003686138736,0.05653389806201479,0.06361718195816876,0.017842576036399035,-0.0056750821777548765,0.007420650940068197,0.11768088575142673
12,0.05910254665350006,0.08718024223337652,0.2122840154619291,0.09972182514310735,0.0478055160717807,0.051298365821802014,-0.0119310062532015,-0.003944365398751938,-0.013104439774648265,0.10604866498555317
13,0.06219238042205473,0.08492067046548771,0.19364733401333925,0.09897943586573583,0.05878634549663646,0.0548018908910926,0.0330987903895183,0.008975996076416078,-0.009042404024263479,0.10428790752748204
14,0.04069839943941889,0.07398426937720598,0.21167406016105447,0.06196322252832826,0.028991093763530998,0.0310378843327757,0.005704871157684941,0.003934313756581751,0.0008925377347913632,0.10271935516260562
15,0.04587829411980755,0.08523564726050743,0.169818053740498,0.0658590538456353,0.039468755264827945,0.030203462819099094,-0.040345864436224926,-0.012549324157207723,0.0043046124829593515,0.09806116804130822
16,0.05389071813214196,0.07133797812569108,0.17342031943533906,0.08404801089301839,0.04387055611966295,0.04764739667078174,0.006598281757570534,-0.00781484826082594,-0.022494099807612807,0.08624354530259144
17,0.04650695499225198,0.07698394443714768,0.15789194139934973,0.10455659836007604,0.08023012186154133,0.08211098591650542,0.014170252065627914,0.003656976623474715,-0.00930904611329849,0.10750349709084346
18,0.09951284649362122,0.07651810656479922,0.15745097363800742,0.06632893990131998,0.08646371788244678,0.07612483088271042,-0.01292928027662726,0.009066664176328058,-0.007098769053017217,0.07365504804288674
19,0.03699946956363413,0.08260587574480063,0.14367686718234107,0.1148269065814369,0.03853082662486556,0.03747804634509879,0.03368991222355665,0.012115472190897964,-0.019157103784451804,0.07120771004560736
20,0.0709492761584116,0.058328841694568506,0.15030287254790983,0.06875859947492034,0.03306966888235158,0.026905653478773484,-0.010506504545247973,0.0010142374507388086,0.0005426903396387941,0.08151827618477031
21,0.09063284046747831,0.06721869662409181,0.14592201603162674,0.06334614616769724,0.05162072315813997,0.05745945658707294,-0.00676160977547651,0.002883912437505779,-0.008564416259507452,0.07940439621547621
22,0.051430903740993905,0.056933111010022346,0.13075883994154835,0.09032788568587832,0.010711589616196967,-0.0013825443065483515,-0.007579563890167274,0.003228526776300832,-0.000839981909730394,0.07022661042693364
23,0.04057047500847496,0.05949102117201451,0.13066422053418916,0.07261550548952962,-0.012367928036253051,-0.01032433071687171,-0.03226937056299319,-0.015022320091513598,-0.0016964328205651372,0.05113016162395671
24,0.07447071455702985,0.07935777179671934,0.1307505083704908,0.05726730877316844,0.03273831751238095,0.022642143939066647,-0.0057523256660675,0.0020500068756319633,0.0010023486706848726,0.05437404198856018
25,0.06618419788417923,0.05987033933922557,0.12058018783637298,0.07945230654619007,0.017126551437961,0.014793458182235441,-0.01961302032671835,-0.005350081848122541,0.004176596927717156,0.053968227998551166
26,0.03714413357194772,0.057292343849457986,0.11364563127361488,0.06993778486562903,0.027426169439842225,0.018419549329216307,0.009710557079831655,-0.005719322399824623,-0.007493272225989959,0.036081471403548254
27,0.05583785241482683,0.05307739603715653,0.13057584218987517,0.05749332910068277,0.052093986582114754,0.03921681600345255,-0.018235271361462666,-0.002290283173408957,-0.00020815252226474474,0.05524974018106681
28,0.051929193513800355,0.07296737895277446,0.11311623726023354,0.07954166241479535,0.015661178594238306,0.0039427170948653275,-0.037109784219664946,-0.013717857349289741,-0.01248593655662116,0.05967746418193787
29,0.021274711526391044,0.04689405166348073,0.10386226080104413,0.06739453352657421,0.03786103469447672,0.022976527196685116,-0.006620772355056287,0.009048003916624943,-0.012771488749040251,0.04625610271781901
30,0.058344539725250284,0.05798070831188848,0.11650495152097176,0.08685602587008626,0.028264114609994992,0.015441180056878268,0.003734876377676404,0.008162355085961798,0.006484581555290556,0.051029824255676176
31,0.043379109836631936,0.05037533984999305,0.11914172142778791,0.06133407993482831,0.03232565415223729,0.02228862170314953,-0.015292731315935114,-0.014896006550491647,-0.03027100121709098,0.04252192858648704
32,0.008613664891471143,0.06460017151103069,0.11374792615432024,0.04624746066607177,-0.01655332906346726,-0.021812226317746767,-0.020547866814872483,-0.0010572572565148532,-0.014946698053526303,0.04362526619823075
33,0.03367173628511734,0.05128283763314002,0.09157152830342738,0.0495754093397005,0.02709762807072918,0.019247697321170456,-0.04852951962837375,0.019494366764662145,-0.011902550043118581,0.03868598344550687
34,0.021985821018693348,0.06273661375570844,0.11015937184976066,0.05776230220335538,0.0055179178700686705,-0.0013357424255682074,-0.01113777657316248,0.00043010585546376885,-0.0013062948763975571,0.026251320726631937
35,0.005577357906259238,0.050650164715682754,0.08842879920724149,0.06988437081367432,0.03583486148001,0.026457527006459907,-0.0036225426051665734,-0.01269323485176102,-0.01840991251809066,0.049573721509244585
36,0.043065188591996026,0.04306279933064708,0.09177740298683827,0.05432816173923678,0.02011696436467657,0.019858980423023632,-0.023044519820930066,0.00044229301440962726,0.010878373794084609,0.04147588735965742
37,0.0011329782855081022,0.05687550507103179,0.09948756584964369,0.047640394406753696,0.002255524748450511,0.002782419050901307,-0.0068175707162383085,-0.019075028278616527,-0.002452064411418182,0.04855465222892353
38,0.0015414144058677353,0.047493457971347054,0.08915154039415446,0.027647543282918813,-0.03287123869163058,-0.032674210579344797,0.019193058214657978,0.003344266510077578,-0.002658676118407043,0.043204960241284465
39,0.05461454524462659,0.04853189192992642,0.08090574167938244,0.047067582999460796,0.006448651655690178,-0.004624183750194009,-0.03318941199937655,-0.0033717171866485137,-0.00027790698273882203,0.038821807436862366
40,0.019955796697979578,0.054938237691144774,0.10737222578752235,0.07272631401662567,0.02334285603613185,0.016006056839836427,0.003873419076442971,0.0067792853568390595,-0.006483142659247467,0.03996167412681774
41,0.02580412329023598,0.022823256732295634,0.08135177474531483,0.04708373476943826,0.012275479836496943,0.00642727485188222,-0.007403606328494266,-0.0065567028781311765,0.012894446497013472,0.029887607127555456
42,0.013056109465527245,0.0342565908839215,0.09397412154097351,0.03887142864128517,-0.041772588073286133,-0.04530576841532251,0.023262479110540035,-0.009327038862052698,0.0003359136866778023,0.035586711981989455
43,-0.02479246238855313,0.040561018466460146,0.06816377797714727,0.024988376051263035,0.0039511753692412,-0.003175852400514237,-0.024056868016688545,-0.0189807866292027,-0.00021167285391525357,0.023849206245011946
44,0.02135047280443855,0.04802938633337211,0.08294930368293231,0.03522791496204263,0.00541955610243831,-0.0030944879068298833,0.02188038180565519,0.01758449035676683,0.004518448103571352,0.0352423602813954
45,0.018002037572470448,0.04540365356416231,0.07433565507771399,0.037097240065860106,-0.006453558443985261,-0.012314903992948347,0.024141224446665045,-0.009561191823258692,0.001033213065575514,0.033266826015658724
